"Name","Rarity","SightRange","DeployTime","ChargeRange","Speed","Hitpoints","HitSpeed","LoadTime","Damage","DamageSpecial","CrownTowerDamagePercent","LoadFirstHit","StopTimeAfterAttack","StopTimeAfterSpecialAttack","Projectile","CustomFirstProjectile","MultipleProjectiles","MultipleTargets","AllTargetsHit","Range","MinimumRange","SpecialMinRange","SpecialRange","SpecialLoadTime","SpecialReadyEffect","AttacksGround","AttacksAir","DeathDamageRadius","DeathDamage","DeathPushBack","AttackPushBack","LifeTime","ProjectileSpecial","ProjectileEffect","ProjectileEffectSpecial","AreaDamageRadius","TargetOnlyBuildings","SpecialAttackInterval","BuffOnDamage","BuffOnDamageTime","StartingBuff","StartingBuffTime","FileName","BlueExportName","BlueTopExportName","RedExportName","RedTopExportName","UseAnimator","AttachedCharacter","AttachedCharacterHeight","DamageEffect","DamageEffectSpecial","DeathEffect","MoveEffect","LoopMoveEffect","SpawnEffect","CrowdEffects","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","ShadowCustom","ShadowCustomLow","Pushback","IgnorePushback","Scale","CollisionRadius","Mass","TileSizeOverride","AreaBuff","AreaBuffTime","AreaBuffRadius","HealthBar","HealthBarOffsetY","ShowHealthNumber","FlyingHeight","FlyDirectPaths","FlyFromGround","DamageExportName","GrowTime","GrowSize","MorphCharacter","MorphEffect","HealOnMorph","AreaEffectOnMorph","MorphTime","MorphKeepTarget","AttackStartEffect","AttackStartEffectSpecial","DashImmuneToDamageTime","DashStartEffect","DashEffect","DashCooldown","JumpHeight","DashPushBack","DashRadius","DashDamage","DashFilter","DashConstantTime","DashLandingTime","LandingEffect","DashMinRange","DashMaxRange","JumpSpeed","ContinuousEffect","SpawnStartTime","SpawnInterval","SpawnNumber","SpawnLimit","SpawnPauseTime","SpawnCharacterLevelIndex","SpawnCharacter","SpawnProjectile","SpawnCharacterEffect","SpawnDeployBaseAnim","SpawnRadius","DeathSpawnCount","DeathSpawnCharacter","DeathSpawnProjectile","DeathSpawnRadius","DeathSpawnMinRadius","SpawnAngleShift","DeathSpawnDeployTime","DeathSpawnPushback","DeathAreaEffect","DeathInheritIgnoreList","Kamikaze","KamikazeTime","KamikazeEffect","SpawnPathfindSpeed","SpawnPathfindEffect","SpawnPathfindMorph","SpawnPushback","SpawnPushbackRadius","SpawnAreaObject","SpawnAreaObjectLevelIndex","ChargeEffect","TakeDamageEffect","ProjectileStartRadius","ProjectileStartZ","StopMovementAfterMS","WaitMS","DontStopMoveAnim","IsSummonerTower","NoDeploySizeW","NoDeploySizeH","TID","VariableDamageLifeTime","VariableDamageTransitionTime","VariableDamage2","VariableDamageTime1","VariableDamage3","VariableDamageTime2","TargettedDamageEffect1","TargettedDamageEffect2","TargettedDamageEffect3","DamageLevelTransitionEffect12","DamageLevelTransitionEffect23","FlameEffect1","FlameEffect2","FlameEffect3","TargetEffectY","SelfAsAoeCenter","HidesWhenNotAttacking","HideTimeMs","HideBeforeFirstHit","SpecialAttackWhenHidden","TargetedHitEffect","TargetedHitEffectSpecial","UpTimeMs","HideEffect","AppearEffect","AppearPushbackRadius","AppearPushback","AppearAreaObject","ManaCollectAmount","ManaGenerateTimeMs","ManaGenerateLimit","HasRotationOnTimeline","TurretMovement","ProjectileYOffset","ChargeSpeedMultiplier","DeployDelay","DeployBaseAnimExportName","JumpEnabled","SightClip","AreaEffectOnDash","SightClipSide","WalkingSpeedTweakPercentage","ShieldHitpoints","ShieldDiePushback","ShieldLostEffect","BlueShieldExportName","RedShieldExportName","LoadAttackEffect1","LoadAttackEffect2","LoadAttackEffect3","LoadAttackEffectReady","RotateAngleSpeed","DeployTimerDelay","RetargetAfterAttack","AttackShakeTime","VisualHitSpeed","Ability","Burst","BurstDelay","BurstKeepTarget","ActivationTime","AttackDashTime","LoopingFilter","BuildingTarget","SpawnConstPriority"
"DarkPrince","Epic",5500,1000,250,60,735,1500,1000,145,290,,,,,,,,,,1050,,,,,,"true",,,,,,,,,,1000,,,,,,,"sc/chr_black_knight.sc","BlackKnight_blue",,"BlackKnight_red",,"true",,,"dark_prince_hit","dark_prince_charge_hit","dark_prince_die","dark_prince_steps",,"dark_prince_deploy",,85,85,,-10,35,,,,"true",92,750,6,,,,,"Shield",-8,,,,,"filter_damage",,,,,,,,,"dark_prince_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_prince_charge",,450,450,,,,,,,"TID_CHARACTER_DARK_PRINCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,"filter_deploy_unit_default",,,,,,200,,"GuardShieldDown","BlackKnight_shield_blue","BlackKnight_shield_red",,,,,,,,,,,,,,,,,,
"SkeletonWarrior","Epic",5500,1000,,90,65,1200,800,65,,,,,,,,,,,1600,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_skeleton_warrior.sc","skeletonWarrior_blue",,"skeletonWarrior",,"true",,,"skeleton_warrior_hit",,"skeleton_warrior_die","skeleton_warrior_steps",,"skeleton_warrior_deploy",,50,50,-5,5,35,,,,,95,500,1,,,,,"Shield_small",-10,,,,,"filter_damage",,,,,,,,,"skeleton_warrior_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_CHARACTER_SKELETON_WARRIOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,150,,"skeleton_warrior_lose_shield","skeletonWarrior_blue_shield","skeletonWarrior_shield",,,,,,,,,,,,,,,,,,
"LavaHound","Legendary",5500,1000,,45,3000,1300,300,,,,,,,"LavaHoundProjectile",,,,,2000,,,,,,"true","true",,,,,,,"lava_hound_attack_start",,,"true",,,,,,"sc/chr_lava_hound.sc","lava_hound",,"lava_hound_red",,"true",,,,,"lava_hound_die","lava_hound_steps",,"lava_hound_deploy","true",85,-60,,20,,,,,"true",100,750,5,,,,,"High",,,4000,,,"filter_damage_wobble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"LavaPups",,2500,,,,"true",,,,,,,,,,,,,,,1000,1800,,,,,,,"TID_SPELL_LAVA_HOUND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LavaPups","Legendary",5500,1000,,60,179,1000,200,,,,,,,"LavaPupProjectile",,,,,2000,,,,,,"true","true",,,,,,,"lava_pups_attack_start",,,,,,,,,"sc/chr_lava_pups.sc","lava_pups",,"lava_pups",,"true",,,,,"lava_pups_die","lava_pups_steps",,"lava_pups_deploy",,85,-60,,20,,,,,,80,450,5,,,,,"Small",,,3500,,,"filter_damage_wobble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,,,,,,,"TID_CHARACTER_LAVA_PUPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RageBarbarian","Legendary",5500,1000,,120,990,700,300,200,,,,,,,,,,,700,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_rage_barbarian.sc","rage_barbarian",,"rage_barbarian_red",,"true",,,"ragebarbarian_hit",,"barbarian_die","ragebarbarian_steps",,"ragebarbarian_deploy",,85,85,,-10,35,,,,,100,500,4,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"ragebarbarian_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RageBarbarianBottle",,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_CHARACTER_RAGE_BARBARIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,
"IceSpirits","Common",5500,1000,,120,90,300,100,,,,,,,"IceSpiritsProjectile",,,,,2500,,,,,,"true","true",,,,,,,"icespirit_attack",,,,,,,,,"sc/chr_ice_spirits.sc","icespirit",,"icespirit",,"true",,,,,"icespirit_die","icespirit_steps",,"icespirit_deploy",,75,75,,-15,25,,,,,100,400,1,,,,,"Small",-10,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,"icespirit_continuous_fx",,,,,,,,,,,650,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"TID_CHARACTER_ICE_SPIRITS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FireSpirits","Common",5500,1000,,120,43,300,100,,,,,,,"FireSpiritsProjectile",,,,,2000,,,,,,"true","true",,,,,,,"firespirit_attack",,,,,,,,,"sc/chr_fire_firespirit.sc","firespirit",,"firespirit",,"true",,,,,"firespirit_die","firespirit_steps",,"firespirit_deploy",,75,75,,-15,25,,,,,120,400,1,,,,,"Small",-10,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,"firespirit_continuous_fx",,,,,,,,,,,650,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"TID_CHARACTER_FIRE_SPIRITS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miner","Legendary",5500,1000,,90,1000,1200,700,160,,-60,,,,,,,,,1300,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_miner.sc","miner_blue",,"miner_red",,"true",,,"miner_hit",,"miner_die","miner_steps",,"miner_deploy",,85,85,,-10,35,,,,,100,500,6,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"miner_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,"miner_travel_effect",,,,,,,,450,450,,,,,,,"TID_CHARACTER_MINER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_miner",,,,,20,,,,,,,,,,,,,,,,,,,,,,,
"ZapMachine","Legendary",5000,1000,,45,1200,5000,4500,,,,"true",,,"ZapMachineProjectile",,,,,4500,,,,,,"true",,,,,750,,,"zapmachine_attack","zapmachine_attack",,,,,,,,"sc/chr_zap_machine.sc","ZapMachine_Blue",,"ZapMachine",,"true",,,,,"zapmachine_die","zapmachine_steps",,"zapmachine_deploy","true",100,-90,-8,15,-15,,,,"true",85,1000,18,,,,,"Medium",-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1800,,,,,,,"TID_CHARACTER_ZAPMACHINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,"zapmachine_load_weapon_1","zapmachine_load_weapon_2","zapmachine_load_weapon_3","zapmachine_load_weapon",600,,,,,,,,,,,,,
"Bowler","Epic",5500,1000,,45,1200,2500,2000,,,,,,,"BowlerProjectile",,,,,5000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bowler.sc","bowler_blue",,"bowler_red",,"true",,,,,"bowler_die","bowler_steps",,"bowler_deploy","true",85,80,,,25,,,,"true",118,750,18,,,,,"High",,,,,,"filter_damage_wobble",,,,,,,,,"bowler_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,"TID_SPELL_BOWLER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolemite","Rare",7000,1000,,45,595,2500,1500,40,,,,,,,,,,,750,,,,,,"true","true",2000,40,,,,,,,,"true",,,,,,"sc/chr_snowman.sc","snowman_blue",,"snowman_red",,"true",,,"snowman_hit",,"snowman_die","snowman_steps",,"snowman_deploy",,50,50,-5,5,35,,,,,100,700,6,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"snowman_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,"FreezeIceGolemite",,,,,,,,,,,,,,350,350,470,80,"true",,,,"TID_CHARACTER_SMALL_GOLEM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,2000,,2000,,,,,,,,,,,,,,,,,,,,,,,,
"MegaMinion","Rare",5500,1000,,60,395,1500,1100,,,,,,,"MegaMinionSpit",,,,,2000,,,,,,"true","true",,,,,,,"royal_minion_attack",,,,,,,,,"sc/chr_mega_minion.sc","mega_minion",,"mega_minion_red",,"true",,,,,"royal_minion_die","royal_minion_steps",,"royal_minion_deploy",,80,80,,,35,,,,,110,600,6,,,,,"Medium",,,1500,,,"filter_damage",,,,,,,,,"royal_minion_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_CHARACTER_MEGAMINION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"InfernoDragon","Legendary",5500,1000,,60,1070,400,1000,30,,,,,,,,,,,4000,,,,,,"true","true",,,,,,,"inferno_dragon_attack",,,,,,,,,"sc/chr_baby_dragon.sc","inferno_dragon",,"inferno_dragon_red",,"true",,,"inferno_hit_effect",,"inferno_dragon_die","inferno_dragon_steps",,"inferno_dragon_deploy","true",85,-60,,20,,,,,"true",115,500,5,,,,,"Medium",-12,,4000,,,,,,,,,,,,"inferno_dragon_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_CHARACTER_INFERNO_DRAGON",,,100,2000,350,2000,"inferno_dragon_beam_lvl1","inferno_dragon_beam_lvl2","inferno_dragon_beam_lvl3",,,"inferno_dragon_muzzle","inferno_dragon_muzzle_stage2","inferno_dragon_muzzle_stage3",-20,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,1200,,,,,,,,,
"BattleRam","Rare",5500,1000,300,60,430,400,50,140,280,,,,,,,,,,500,,,,,,"true",,,,,,,,,,,"true",,,,,,"sc/chr_battle_ram.sc","battle_ram",,"battle_ram_red",,"true",,,"battle_ram_hit_sfx",,"battle_ram_die","barbarian_steps",,"battleram_deploy_nodelay",,80,80,,,35,,,,"true",92,750,6,,,,,"Medium",,,,,,"filter_damage_wobble",,,,,,,,,"blowdart_goblin_atk_start",,,,,,,,,,,,,,,,,,,,,,,2,,,,"filter_deploy_unit_miner",,2,"Barbarian",,600,,180,800,,,,"true",,,,,,,,,,"battleram_charge",,,,,,,,,,"TID_SPELL_BATTLE_RAM",,,,,,,,,,,,,,,,,,,,,"battle_ram_hit",,,,,,,,,,,,,,200,,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,500,,,,,,,,,,
"BlowdartGoblin","Rare",7500,1000,,120,123,650,350,,,,,,,"BlowdartGoblinProjectile",,,,,6500,,,,,,"true","true",,,,,,,"blowdart_goblin_attack",,,,,,,,,"sc/chr_goblin_blowdart.sc","goblin_blowdart",,"goblin_blowdart_red",,"true",,,,,"spear_goblin_die","blowdart_goblin_steps",,"blowdart_goblin_deploy",,75,75,,-15,25,,,,,100,500,3,,,,,"Small",-10,,,,,"filter_damage",,,,,,,,,"blowdart_goblin_atk_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1600,,,,,,,"TID_CHARACTER_BLOWDART_GOBLIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ElectroWizard","Legendary",5500,1000,,90,600,1800,1400,100,,,,,,,,,2,"true",5000,,,,,,"true","true",,,,,,,,,,,,"ZapFreeze",500,,,"sc/chr_electro_wizard.sc","electro_wizard",,"electro_wizard_red",,"true",,,"electro_wizard_hit",,"electro_wizard_die","electro_wizard_steps",,"electro_wizard_deploy","true",80,80,,,35,,,,,102,500,5,,,,,"Medium",-8,,,,,"filter_damage",,,,,,,,,"electro_wizard_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zap",8,,,550,1500,,,,,,,"TID_CHARACTER_ELECTRO_WIZARD",,,,,,,,,,,,,,,,,,,,,"electro_wizard_beam",,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,-26,,,,,,,,,,,,,,,,,,,,,,,
"AngryBarbarian","Common",5500,1000,,120,458,1500,1000,120,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_barbarian.sc","angry_barbarian",,"angry_barbarian_red",,"true",,,"barbarian_hit",,"barbarian_die","angry_barbarian_steps",,"angry_barbarian_deploy",,85,85,,-10,35,,,,,100,500,4,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,"angry_barbarian_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_CHARACTER_ANGRY_BARBARIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,-20,,,,,,,,,,,,,,,,,,,,,,,
"AxeMan","Epic",5500,1000,,60,760,900,400,,,,,,,"AxeManProjectile",,,,,4500,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_axe_man.sc","axe_man",,"axe_man_red",,"true",,,"ragebarbarian_hit",,"barbarian_die","executioner_steps",,"executioner_deploy",,85,85,,-10,-4,,,,,110,600,4,,,,,"Medium",,,,,,"filter_damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,,,,,,,"TID_SPELL_AXEMAN",,,,,,,,,,,,,,,,,,,,,"executioner_attack_start",,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assassin","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE1","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE2","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE3","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE4","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarkWitch","Legendary",5500,1000,,60,750,1500,900,285,,,,,,,,,,,1850,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_dark_witch.sc","dark_witch",,"dark_witch_red",,"true",,,"dark_witch_hit",,"dark_witch_die","dark_witch_steps",,"dark_witch_deploy","true",80,80,,,35,,,,,100,500,4,,,,,"Medium",,,,,,"filter_damage_wobble",,,,,,,,,"dark_witch_attack_start",,,,,,,,,,,,,,,,,,1500,,2,,6000,8,"Bat",,"bat_dark_witch_spawn",,1500,3,"Bat",,2000,,90,,"true",,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_DARK_WITCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bat","Common",5500,1000,,120,32,1000,500,32,,,,,,,,,,,1200,,,,,,"true","true",,,,,,,,,,,,,,,,"sc/chr_bats.sc","bat",,"bat",,"true",,,"bat_hit",,"bat_die","bat_steps",,"bat_deploy",,65,-60,,20,,"bat_shadow","bat_shadow",,,105,500,1,,,,,"Small",,,2000,,,"filter_damage",,,,,,,,,"bat_attack_start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,350,350,,,,,,,"TID_CHARACTER_BAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,,,,,,,,,,,150,"filter_wiggle",,
"NOTINUSE9","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTINUSE5","Legendary",6000,1000,,90,750,1000,600,160,,,,,,,,,,,750,,,,,,"true",,,,,,,,,,,,,,,,,"sc/chr_bandit.sc","bandit",,"bandit_red",,"true",,,"assassin_hit","assassin_hit_special_red","assassin_die","assassin_steps",,"assassin_deploy",,85,85,,-10,35,,,,,110,600,3,,,,,"Medium",-10,,,,,"filter_damage",,,,,,,,,"assassin_attack_start",,100,"assassin_dash_start","assassin_dashing",800,,,,320,"filter_bandit_charge",,,"assassin_dash_end",4000,6000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_SPELL_ASSASSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MovingCannon","Epic",5500,1000,,90,524,1200,800,,,,,,,"MovingCannonProjectile",,,,,5500,,,,,,"true",,,,,,,,"moving_cannon_fire_projectile",,,,,,,,,"sc/chr_movingcannon.sc","moving_cannon",,"moving_cannon_red",,"true",,,,,"moving_cannon_die","moving_cannon_steps",,"moving_cannon_deploy",,80,80,-5,,25,,,,,110,600,3,,,,,"MediumShield",,,,,,"filter_damage",,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"BrokenCannon",,,,,,,,,,,,,,,,,,,,,1100,1800,,,,,,,"TID_SPELL_MOVING_CANNON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,600,,,,,,,,,,,,,
"BrokenCannon","Epic",5500,1000,,,524,1200,800,,,,,,,"MovingCannonProjectile",,,,,5500,,,,,,"true",,,,,,20000,,"broken_cannon_fire_projectile",,,,,,,,,"sc/chr_movingcannon.sc","broken_cannon",,"broken_cannon_red",,"true",,,,,"broken_cannon_die",,,"broken_cannon_deploy",,80,80,-5,,25,,,,,100,600,3,,,,,"Medium",,,,,,"filter_damage",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,450,,,,,,,"TID_SPELL_MOVING_CANNON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,400,"filter_deploy_unit_default",,,,,,,,,,,,,,,600,,,,,,,,,,,,,
"MegaKnight","Legendary",5500,1000,,60,3300,1800,1200,240,,,,,,,,,,,1000,,,,,,"true",,,,,,,,,,1300,,,,,,,"sc/chr_mega_knight.sc","mega_knight",,"mega_knight_red",,"true",,,"mega_knight_hit",,"mega_knight_die","mega_knight_steps",,"mega_knight_deploy",,80,80,,,,,,,"true",100,750,18,,,,,"High",,,,,,"filter_damage_wobble",,,,,,,,,"mega_knight_attack_start",,,"mega_knight_dash_start","mega_knight_dashing",1100,3000,1000,2200,480,"filter_mega_knight_jump",800,300,"mega_knight_dash_end",4000,5000,250,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,"TID_SPELL_MEGAKNIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filter_deploy_unit_legendary",,,,,,,,,,,,,,,,,,,,,,,,,,,,
