"Name","BaseChest","Arena","InShop","InArenaInfo","TournamentChest","SurvivalChest","ShopPriceWithoutSpeedUp","TimeTakenDays","TimeTakenHours","TimeTakenMinutes","TimeTakenSeconds","RandomSpells","DifferentSpells","ChestCountInChestCycle","RareChance","EpicChance","LegendaryChance","SkinChance","GuaranteedSpells","MinGoldPerCard","MaxGoldPerCard","FileName","ExportName","ShopExportName","GainedExportName","AnimExportName","OpenInstanceName","SlotLandEffect","OpenEffect","TapSound","TapSoundShop","DescriptionTID","TID","NotificationTID","SpellSet","Exp","SortValue","SpecialOffer","DraftChest","IconSWF","IconExportName"
"TournamentOther_Arena2_2","TournamentOther_2","Arena2",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena3_2","Tournament1st_2","Arena3",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena3_2","Tournament2nd_2","Arena3",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena3_2","Tournament3rd_2","Arena3",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena3_2","TournamentOther_2","Arena3",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena4_2","Tournament1st_2","Arena4",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena4_2","Tournament2nd_2","Arena4",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena4_2","Tournament3rd_2","Arena4",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena4_2","TournamentOther_2","Arena4",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena5_2","Tournament1st_2","Arena5",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena5_2","Tournament2nd_2","Arena5",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena5_2","Tournament3rd_2","Arena5",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena5_2","TournamentOther_2","Arena5",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena6_2","Tournament1st_2","Arena6",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena6_2","Tournament2nd_2","Arena6",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena6_2","Tournament3rd_2","Arena6",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena6_2","TournamentOther_2","Arena6",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena7_2","Tournament1st_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena7_2","Tournament2nd_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena7_2","Tournament3rd_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena7_2","TournamentOther_2","Arena7",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena8_2","Tournament1st_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena8_2","Tournament2nd_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena8_2","Tournament3rd_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena8_2","TournamentOther_2","Arena8",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena_L_2","Tournament1st_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena_L_2","Tournament2nd_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena_L_2","Tournament3rd_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena_L_2","TournamentOther_2","Arena_L",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giant_Arena9","Giant","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Arena9","Super","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver_Arena9","Silver","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gold_Arena9","Gold","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magic_Arena9","Magic","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epic_Arena9","Epic","Arena9",,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Free_Arena9","Free","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Star_Arena9","Star","Arena9",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena9","Tournament1st","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena9","Tournament2nd","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena9","Tournament3rd","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena9","TournamentOther","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena9_2","Tournament1st_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena9_2","Tournament2nd_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena9_2","Tournament3rd_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena9_2","TournamentOther_2","Arena9",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Bronze_Arena9","Survival_Bronze","Arena9",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Gold_Arena9","Survival_Gold","Arena9",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_1_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_2_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_3_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_4_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_5_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_6_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_7_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_8_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_9_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_10_old","ClanCrownChest","TrainingCamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest",,"TrainingCamp",,,,,,,,,,,,,10,100,2000,,,6,6,"sc/ui_chest.sc","chest_star_closed",,"get_gold_chest","chest_open_gold","chest_clan","chest_landing_magic","openChest_star","tap_magic_chest","sound_openChest_magical",,"TID_CLAN_CROWN_CHEST",,,,,,,"sc/ui_chest.sc","chest_star_closed"
"ClanCrownChest_Arena1","ClanCrownChest","Arena1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena2","ClanCrownChest","Arena2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena3","ClanCrownChest","Arena3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena4","ClanCrownChest","Arena4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena5","ClanCrownChest","Arena5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena6","ClanCrownChest","Arena6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena7","ClanCrownChest","Arena7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena8","ClanCrownChest","Arena8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena9","ClanCrownChest","Arena9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena_L","ClanCrownChest","Arena_L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giant_Arena_T","Giant","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Arena_T","Super","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver_Arena_T","Silver","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gold_Arena_T","Gold","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magic_Arena_T","Magic","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epic_Arena_T","Epic","Arena_T",,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Free_Arena_T","Free","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Star_Arena_T","Star","Arena_T",,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena_T","Tournament1st","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena_T","Tournament2nd","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena_T","Tournament3rd","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena_T","TournamentOther","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament1st_Arena_T_2","Tournament1st_2","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament2nd_Arena_T_2","Tournament2nd_2","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tournament3rd_Arena_T_2","Tournament3rd_2","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TournamentOther_Arena_T_2","TournamentOther_2","Arena_T",,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Bronze_Arena_T","Survival_Bronze","Arena_T",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survival_Gold_Arena_T","Survival_Gold","Arena_T",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClanCrownChest_Arena_T","ClanCrownChest","Arena_T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SeasonReward_L1",,"Arena_L1",,"TRUE",,,,,,,,101,5,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_1",,,,100,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L2",,"Arena_L2",,"TRUE",,,,,,,,151,5,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_2",,,,101,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L3",,"Arena_L3",,"TRUE",,,,,,,,201,6,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_3",,,,102,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L4",,"Arena_L4",,"TRUE",,,,,,,,251,6,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_4",,,,103,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L5",,"Arena_L5",,"TRUE",,,,,,,,301,7,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_5",,,,104,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L6",,"Arena_L6",,"TRUE",,,,,,,,351,7,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_6",,,,105,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L7",,"Arena_L7",,"TRUE",,,,,,,,401,8,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_7",,,,106,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L8",,"Arena_L8",,"TRUE",,,,,,,,451,8,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_8",,,,107,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"SeasonReward_L9",,"Arena_L9",,"TRUE",,,,,,,,501,9,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_9",,,,108,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft",,"TrainingCamp",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,200,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena1",,"Arena1",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,201,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena2",,"Arena2",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,202,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena3",,"Arena3",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,203,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena4",,"Arena4",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,204,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena5",,"Arena5",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,205,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena6",,"Arena6",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,206,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena7",,"Arena7",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,207,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena8",,"Arena8",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,208,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena9",,"Arena9",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,209,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena_L",,"Arena_L",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,210,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_Arena_T",,"Arena_T",,"TRUE",,,,,,,,170,5,,5,30,600,,,7,8,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_DRAFT",,,,211,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Draft_StarterPack_T",,"Arena_T",,"TRUE",,,,,,,,501,9,,2,10,200,,,19,21,"sc/ui_chest.sc","chest_draft_closed","chest_draft_open","get_magic_chest","chest_open_draft","chest_draft","chest_landing_magic","openChest_draft","tap_champions_chest","sound_openChest_champion",,"TID_CHEST_SEASON_9",,,,300,,"TRUE","sc/ui_chest.sc","chest_draft_closed"
"Newbie3_1",,"TrainingCamp",,,,,0,,,,5,5,5,,,,,,"Knight",6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
,,,,,,,,,,,,,,,,,,,"Arrows",,,,,,,,,,,,,,,,,,,,,,
"Newbie3_2",,"TrainingCamp",,,,,0,,,,5,9,6,,,8,,,"Musketeer",6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
"Newbie5_1",,"TrainingCamp",,,,,0,,,,5,3,3,,,,,,"Knight",6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
,,,,,,,,,,,,,,,,,,,"Arrows",,,,,,,,,,,,,,,,,,,,,,
"Newbie5_2",,"TrainingCamp",,,,,0,,,,5,3,3,,,,,,"Musketeer",6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
"Newbie5_3",,"TrainingCamp",,,,,0,,,,5,3,3,,,3,,,,6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
"Newbie5_Random",,"TrainingCamp",,,,,0,,,,5,3,3,,8,,,,,6,6,"sc/ui_chest.sc","Chest_wood",,"get_wood_chest","chest_open_wooden","chest_wood","chest_landing_wood","openChest_wood","tap_wooden_chest","sound_openChest_wood",,"TID_CHEST_WOOD","TID_CHEST_WOOD_NOTIFICATION",,,,,,"sc/ui_chest.sc","Chest_wood"
"Skin",,"Arena1",,"FALSE",,,2500,,24,,,0,0,,,,,1,,0,0,"sc/ui_chest.sc","chest_legendary_closed","chest_legendary_open","get_legendary_chest","chest_open_legendary","chest_legendary","chest_landing_legendary","openChest_mega","tap_mega_chest","sound_openChest_bigmagical",,"TID_CHEST_SKIN","TID_CHEST_SKIN_NOTIFICATION",,,,,,"sc/ui_chest.sc","chest_legendary_closed"
